$id,instrumentId,marketId,timestamp_column,open,high,low,close,tickCount,volume,qaVolume,takerBuyBAVolume,takerBuyQAVolume
9552,1,1,2026-03-10 15:50:00+00:00,71068.75,71166.04,71068.75,71097.93,6117,13.07816,930279.3157443,8.05089,572639.8843166
9551,1,1,2026-03-10 15:51:00+00:00,71097.94,71113.11,71056.88,71056.88,4556,8.09576,575471.6608179,3.38227,240423.5179555
9550,1,1,2026-03-10 15:52:00+00:00,71056.88,71056.88,70922.06,70933.84,6318,36.682,2603250.5332326,5.88574,417699.8591981
9549,1,1,2026-03-10 15:53:00+00:00,70933.85,70974.62,70900.05,70971.74,5530,23.4775,1665433.7593076,10.08636,715473.5986593
9548,1,1,2026-03-10 15:54:00+00:00,70971.73,70971.73,70910.54,70925.76,3990,26.05603,1848127.9684389,13.48692,956548.3752632
9547,1,1,2026-03-10 15:55:00+00:00,70925.76,71010.0,70925.75,71010.0,3036,12.95702,919522.0165781,8.69917,617367.3406959
9546,1,1,2026-03-10 15:56:00+00:00,71010.0,71152.33,70990.85,71152.32,4879,15.99396,1136487.9049013,12.38954,880308.7383893
9545,1,1,2026-03-10 15:57:00+00:00,71152.33,71331.49,71152.33,71304.78,7192,35.54895,2533122.2110715,19.46959,1387263.1373866
9544,1,1,2026-03-10 15:58:00+00:00,71304.77,71381.33,71265.39,71353.57,5629,129.33079,9226295.4565666,111.09684,7926093.9992896
9543,1,1,2026-03-10 15:59:00+00:00,71353.56,71357.57,71336.51,71346.16,2312,12.53407,894305.9492195,8.33837,594947.0035441
9542,1,1,2026-03-10 16:00:00+00:00,71346.17,71392.23,71309.47,71388.9,7186,28.56539,2038078.7552704,15.3773,1097087.5102373
9541,1,1,2026-03-10 16:01:00+00:00,71388.91,71424.0,71224.04,71226.71,7186,50.09529,3573988.8275453,13.78486,983321.1750576
9540,1,1,2026-03-10 16:02:00+00:00,71226.71,71243.04,71151.31,71234.08,4975,27.0237,1923580.5733529,13.43164,956010.1996234
